id;status;inscription_id;transaction_id;address;seeds
111316;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i17;5c1931035a9544607e26514e70bf6addf8eebb78532d040c2e4756afe597add5;bc1p0g2w7uj20h65vmfutyx4gpzrtc0xurwn34qtznd7alcw0t0xfdmsnjhhzh;1s7lo6lj
111317;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i18;611837ae022aa548252909a80386217736f68f26bca07f90b4a93db54b5a9dc6;bc1pzevlwvkgn204slruz97k9rw95e7cu33gt0dp0h8c8f4hwwpfghusjxrxcz;1xmhq2je
111319;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i20;c00399a8ac3c3649dd348fd0e79be5a2acab89857c2e9f98f2cf759f669cda33;bc1p7vp2ft7xgsh4xm8kdgkyd5ysahq5lxwg9pjg4fnzpyhvajssm3aqdaqpyl;1zmjaxpp
111320;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i21;c00399a8ac3c3649dd348fd0e79be5a2acab89857c2e9f98f2cf759f669cda33;bc1p7vp2ft7xgsh4xm8kdgkyd5ysahq5lxwg9pjg4fnzpyhvajssm3aqdaqpyl;26ovq6q7
111318;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i19;7f93d9cd4208182bc83150464a713c611f193444d941027b8f20c0e703f3fc7f;bc1pvca809np68en5cezy4xnfefmn3577a9934tvyzs95kl2ck4smdls9z9szn;1yj10yoa
111323;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i24;f68d3dbe5870c88b60868ecfb78e00d12fd80e0f64de32c3684bbef7bfda69ad;bc1psdxe9xuvpxh9etaehqpmnz5rsm5thd4emsv3tpk3ctqw28dajzqs2rsek7;2rzhkzwh
111321;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i22;3517f25967dd9b093672fe02dbce37b2d1c0e1e79f5a4026a03802dd6efca215;bc1pmwhdg4j7s2ur6dcquk0f6z82q8pjukfylax0lh0ve45439zezf8qy70r87;277h7mu5
111322;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i23;af353b4b6624a8001fd45e42e0769a007b317c83f80296343f9e01c0c372f950;bc1pmwhdg4j7s2ur6dcquk0f6z82q8pjukfylax0lh0ve45439zezf8qy70r87;2m0f5ix5
111325;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i26;c1ad639ec61cf454b2efb726504abc6aefa4c85ac620d195e38374ebaf508b17;bc1pzuhkk2xnt7qny4htcx3zld4hz6x0j74qy4k25sny95vc2gx52lmq937mv8;302hphv5
111326;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i27;c1ad639ec61cf454b2efb726504abc6aefa4c85ac620d195e38374ebaf508b17;bc1pzuhkk2xnt7qny4htcx3zld4hz6x0j74qy4k25sny95vc2gx52lmq937mv8;3hritoqz
111327;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i28;c1ad639ec61cf454b2efb726504abc6aefa4c85ac620d195e38374ebaf508b17;bc1pzuhkk2xnt7qny4htcx3zld4hz6x0j74qy4k25sny95vc2gx52lmq937mv8;3n4v3lta
111324;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i25;c1ad639ec61cf454b2efb726504abc6aefa4c85ac620d195e38374ebaf508b17;bc1pzuhkk2xnt7qny4htcx3zld4hz6x0j74qy4k25sny95vc2gx52lmq937mv8;2w30xkys
111328;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i29;b705d5c8cbd6463411ff5b684348b7511b659de3dafb23d42ca5bfc17e991228;bc1p9ekwvq8ej2e8p36u747573yy9ze3yekcgy0yag4gxzrskrvsdrasm5esc2;3volnbej
111329;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i30;54edea5bf39ee49de44a49f57cae6fc7b22384944deab3c08666f15dda5a8568;bc1pmgmun95ssw8gtjwaxfx3rl7rxkfv5t3ww5uq6jv5tf5cejfvfcesufy8yl;3zfgt8la
111330;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i31;54edea5bf39ee49de44a49f57cae6fc7b22384944deab3c08666f15dda5a8568;bc1pmgmun95ssw8gtjwaxfx3rl7rxkfv5t3ww5uq6jv5tf5cejfvfcesufy8yl;40nb9k7x
111331;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i32;54edea5bf39ee49de44a49f57cae6fc7b22384944deab3c08666f15dda5a8568;bc1pmgmun95ssw8gtjwaxfx3rl7rxkfv5t3ww5uq6jv5tf5cejfvfcesufy8yl;43xewl46
111332;broadcast;6d009a241ce7f6a1b3b738fd8837bd2937daee9eda72b604b7586f9dc292b101i33;779cffa7038ed6319d9be7275225ebd982408ba68f6e1366df63b25648eead69;bc1pv5c8tx0xswcj7dvtx8efswa7a0u4ghq6msgprra7999nakwmdkfsmz3hs0;46kya1hb
